ID,Recency,Frequency,Monetary,AvgAmount,LastAmount,LastGiftDate,FirstGiftDate,Gifts12,Amt12,GiftsPrev12,AmtPrev12
13890,7348,5,500.0,100.0,100.0,2005-06-30,2001-11-20,0.0,0.0,0.0,0.0
26171,7348,1,500.0,500.0,500.0,2005-06-30,2005-06-30,0.0,0.0,0.0,0.0
12194,7349,2,500.0,250.0,250.0,2005-06-29,2004-06-22,0.0,0.0,0.0,0.0
13369,7356,2,500.0,250.0,250.0,2005-06-22,2004-06-21,0.0,0.0,0.0,0.0
25941,7356,4,500.0,125.0,200.0,2005-06-22,2002-11-20,0.0,0.0,0.0,0.0
43197,7356,2,500.0,250.0,250.0,2005-06-22,2004-06-30,0.0,0.0,0.0,0.0
18369,7379,1,500.0,500.0,500.0,2005-05-30,2005-05-30,0.0,0.0,0.0,0.0
42475,7585,4,500.0,125.0,50.0,2004-11-05,2001-07-03,0.0,0.0,0.0,0.0
15416,7713,5,500.0,100.0,100.0,2004-06-30,2000-06-02,0.0,0.0,0.0,0.0
20455,7718,6,500.0,83.33333333333333,100.0,2004-06-25,2000-06-09,0.0,0.0,0.0,0.0
40794,7944,5,500.0,100.0,100.0,2003-11-12,2000-01-31,0.0,0.0,0.0,0.0
42174,8079,2,500.0,250.0,250.0,2003-06-30,2002-06-19,0.0,0.0,0.0,0.0
27225,8104,1,500.0,500.0,500.0,2003-06-05,2003-06-05,0.0,0.0,0.0,0.0
12053,8111,3,500.0,166.66666666666666,200.0,2003-05-29,2002-06-19,0.0,0.0,0.0,0.0
20056,8111,1,500.0,500.0,500.0,2003-05-29,2003-05-29,0.0,0.0,0.0,0.0
15912,8131,3,500.0,166.66666666666666,166.0,2003-05-09,2001-06-28,0.0,0.0,0.0,0.0
24195,8205,4,500.0,125.0,200.0,2003-02-24,2000-06-09,0.0,0.0,0.0,0.0
27249,8260,5,500.0,100.0,100.0,2002-12-31,2000-01-31,0.0,0.0,0.0,0.0
13153,8288,1,500.0,500.0,500.0,2002-12-03,2002-12-03,0.0,0.0,0.0,0.0
16196,8288,1,500.0,500.0,500.0,2002-12-03,2002-12-03,0.0,0.0,0.0,0.0
17341,8288,1,500.0,500.0,500.0,2002-12-03,2002-12-03,0.0,0.0,0.0,0.0
12992,8330,3,500.0,166.66666666666666,200.0,2002-10-22,2001-07-30,0.0,0.0,0.0,0.0
41716,8411,2,500.0,250.0,250.0,2002-08-02,2001-07-20,0.0,0.0,0.0,0.0
16933,8454,1,500.0,500.0,500.0,2002-06-20,2002-06-20,0.0,0.0,0.0,0.0
16939,8797,1,500.0,500.0,500.0,2001-07-12,2001-07-12,0.0,0.0,0.0,0.0
35688,8812,2,500.0,250.0,400.0,2001-06-27,2000-01-31,0.0,0.0,0.0,0.0
40810,9024,1,500.0,500.0,500.0,2000-11-27,2000-11-27,0.0,0.0,0.0,0.0
42589,9108,1,500.0,500.0,500.0,2000-09-04,2000-09-04,0.0,0.0,0.0,0.0
17861,9175,1,500.0,500.0,500.0,2000-06-29,2000-06-29,0.0,0.0,0.0,0.0
14187,9182,1,500.0,500.0,500.0,2000-06-22,2000-06-22,0.0,0.0,0.0,0.0
12777,9195,1,500.0,500.0,500.0,2000-06-09,2000-06-09,0.0,0.0,0.0,0.0
15688,9276,2,500.0,250.0,400.0,2000-03-20,2000-01-31,0.0,0.0,0.0,0.0
