ID,Recency,Frequency,Monetary,AvgAmount,LastAmount,LastGiftDate,FirstGiftDate,Gifts12,Amt12,GiftsPrev12,AmtPrev12
18398,791,20,7000.0,350.0,500.0,2023-06-13,2011-06-23,0.0,0.0,0.0,0.0
17675,2511,3,7000.0,2333.3333333333335,5000.0,2018-09-27,2000-08-21,0.0,0.0,0.0,0.0
17804,6651,11,6950.0,631.8181818181819,5000.0,2007-05-28,2000-03-03,0.0,0.0,0.0,0.0
54453,1869,9,6900.0,766.6666666666666,1000.0,2020-06-30,2009-06-24,0.0,0.0,0.0,0.0
27830,419,11,6825.0,620.4545454545455,250.0,2024-06-19,2018-06-25,0.0,0.0,1.0,250.0
16044,788,22,6750.0,306.8181818181818,250.0,2023-06-16,2000-06-16,0.0,0.0,0.0,0.0
19605,798,7,6750.0,964.2857142857143,500.0,2023-06-06,2014-06-02,0.0,0.0,0.0,0.0
17553,6651,7,6730.0,961.4285714285714,3000.0,2007-05-28,2000-01-17,0.0,0.0,0.0,0.0
17584,3297,22,6500.0,295.45454545454544,250.0,2016-08-02,2000-07-25,0.0,0.0,0.0,0.0
16537,5167,17,6450.0,379.4117647058824,500.0,2011-06-20,2000-06-09,0.0,0.0,0.0,0.0
49350,553,32,6400.0,200.0,200.0,2024-02-06,2013-03-13,0.0,0.0,2.0,400.0
23613,3332,9,6400.0,711.1111111111111,450.0,2016-06-28,2004-11-17,0.0,0.0,0.0,0.0
13545,643,12,6350.0,529.1666666666666,600.0,2023-11-08,2011-08-23,0.0,0.0,1.0,600.0
17373,2573,19,6300.0,331.57894736842104,500.0,2018-07-27,2000-06-09,0.0,0.0,0.0,0.0
54284,3542,9,6300.0,700.0,2200.0,2015-12-01,2007-12-11,0.0,0.0,0.0,0.0
14489,1140,3,6250.0,2083.3333333333335,1000.0,2022-06-29,2007-12-11,0.0,0.0,0.0,0.0
26234,511,13,6100.0,469.2307692307692,600.0,2024-03-19,2003-06-23,0.0,0.0,1.0,600.0
22624,642,13,6050.0,465.38461538461536,2000.0,2023-11-09,2017-02-13,0.0,0.0,1.0,2000.0
17249,4554,13,6000.0,461.53846153846155,500.0,2013-02-22,2000-11-20,0.0,0.0,0.0,0.0
22145,5713,6,6000.0,1000.0,1000.0,2009-12-21,2000-05-29,0.0,0.0,0.0,0.0
12418,8447,3,6000.0,2000.0,2000.0,2002-06-27,2000-06-29,0.0,0.0,0.0,0.0
70946,679,3,5988.0,1996.0,5000.0,2023-10-03,2021-06-17,0.0,0.0,1.0,5000.0
20097,788,18,5870.0,326.1111111111111,500.0,2023-06-16,2004-07-29,0.0,0.0,0.0,0.0
20582,410,22,5850.0,265.90909090909093,100.0,2024-06-28,2002-06-28,0.0,0.0,2.0,350.0
17339,400,22,5795.0,263.40909090909093,1000.0,2024-07-08,2001-06-12,0.0,0.0,1.0,1000.0
15616,4927,14,5730.0,409.2857142857143,5000.0,2012-02-15,2000-06-09,0.0,0.0,0.0,0.0
18157,782,18,5700.0,316.6666666666667,500.0,2023-06-22,2000-07-20,0.0,0.0,0.0,0.0
19769,1170,19,5700.0,300.0,750.0,2022-05-30,2001-01-08,0.0,0.0,0.0,0.0
43646,1530,18,5700.0,316.6666666666667,2000.0,2021-06-04,2013-06-14,0.0,0.0,0.0,0.0
61737,1870,19,5700.0,300.0,300.0,2020-06-29,2011-06-27,0.0,0.0,0.0,0.0
15789,3714,18,5700.0,316.6666666666667,500.0,2015-06-12,2000-06-22,0.0,0.0,0.0,0.0
16670,4066,22,5650.0,256.8181818181818,1000.0,2014-06-25,2000-07-17,0.0,0.0,0.0,0.0
53553,830,28,5600.0,200.0,200.0,2023-05-05,2013-03-13,0.0,0.0,0.0,0.0
44178,2104,12,5600.0,466.6666666666667,500.0,2019-11-08,2013-03-13,0.0,0.0,0.0,0.0
23504,1167,23,5550.0,241.30434782608697,750.0,2022-06-02,2000-06-09,0.0,0.0,0.0,0.0
19738,3107,13,5540.0,426.15384615384613,5000.0,2017-02-08,2000-06-16,0.0,0.0,0.0,0.0
61470,797,2,5500.0,2750.0,500.0,2023-06-07,2021-06-17,0.0,0.0,0.0,0.0
22566,984,10,5500.0,550.0,1000.0,2022-12-02,2018-01-29,0.0,0.0,0.0,0.0
50321,2540,21,5500.0,261.9047619047619,200.0,2018-08-29,2008-09-23,0.0,0.0,0.0,0.0
16631,5527,12,5500.0,458.3333333333333,500.0,2010-06-25,2000-06-02,0.0,0.0,0.0,0.0
18985,6290,3,5500.0,1833.3333333333333,2500.0,2008-05-23,2003-06-30,0.0,0.0,0.0,0.0
16792,7203,5,5500.0,1100.0,5000.0,2005-11-22,2002-06-24,0.0,0.0,0.0,0.0
52053,1296,6,5470.0,911.6666666666666,5000.0,2022-01-24,2008-01-22,0.0,0.0,0.0,0.0
13654,1517,12,5450.0,454.1666666666667,500.0,2021-06-17,2000-01-31,0.0,0.0,0.0,0.0
36035,3969,9,5400.0,600.0,200.0,2014-09-30,2004-07-26,0.0,0.0,0.0,0.0
16150,2244,16,5360.0,335.0,1100.0,2019-06-21,2000-07-03,0.0,0.0,0.0,0.0
15574,4290,24,5350.0,222.91666666666666,200.0,2013-11-13,2001-07-12,0.0,0.0,0.0,0.0
17122,988,5,5305.0,1061.0,4000.0,2022-11-28,2001-06-14,0.0,0.0,0.0,0.0
18582,1161,19,5300.0,278.94736842105266,1000.0,2022-06-08,2000-06-02,0.0,0.0,0.0,0.0
50129,1462,26,5300.0,203.84615384615384,200.0,2021-08-11,2013-03-13,0.0,0.0,0.0,0.0
14685,5754,7,5300.0,757.1428571428571,200.0,2009-11-10,2000-10-26,0.0,0.0,0.0,0.0
43967,1698,19,5296.26,278.7505263157895,76.26,2020-12-18,2015-04-21,0.0,0.0,0.0,0.0
23938,1512,4,5250.0,1312.5,50.0,2021-06-22,2018-09-27,0.0,0.0,0.0,0.0
12015,8667,3,5250.0,1750.0,150.0,2001-11-19,2000-01-31,0.0,0.0,0.0,0.0
19899,377,12,5200.0,433.3333333333333,1000.0,2024-07-31,2014-03-26,0.0,0.0,1.0,1000.0
16420,1519,22,5150.0,234.0909090909091,500.0,2021-06-15,2000-06-02,0.0,0.0,0.0,0.0
19939,1450,20,5129.19,256.4595,229.19,2021-08-23,2000-06-26,0.0,0.0,0.0,0.0
14480,4432,2,5100.0,2550.0,5000.0,2013-06-24,2007-11-20,0.0,0.0,0.0,0.0
16888,994,19,5050.0,265.7894736842105,1500.0,2022-11-22,2000-06-16,0.0,0.0,0.0,0.0
50786,406,1,5000.0,5000.0,5000.0,2024-07-02,2024-07-02,0.0,0.0,1.0,5000.0
16574,412,1,5000.0,5000.0,5000.0,2024-06-26,2024-06-26,0.0,0.0,1.0,5000.0
43748,412,5,5000.0,1000.0,1500.0,2024-06-26,2020-09-25,0.0,0.0,1.0,1500.0
48580,629,1,5000.0,5000.0,5000.0,2023-11-22,2023-11-22,0.0,0.0,1.0,5000.0
