ID,Recency,Frequency,Monetary,RFM_Segment
60704,2540,1,200.0,Regular
40619,8288,2,200.0,At Risk / Lapsed
16077,9195,1,200.0,At Risk / Lapsed
16038,9010,1,200.0,At Risk / Lapsed
15944,4157,1,200.0,Regular
40563,4079,1,200.0,Regular
40559,774,1,200.0,Regular
54125,4535,1,200.0,At Risk / Lapsed
40457,4157,1,200.0,Regular
17597,6619,3,200.0,Regular
54122,4290,1,200.0,Regular
53854,6101,1,200.0,At Risk / Lapsed
12678,9339,1,200.0,At Risk / Lapsed
53809,5034,1,200.0,At Risk / Lapsed
61403,4442,1,200.0,Regular
19843,8448,1,200.0,At Risk / Lapsed
19842,9182,1,200.0,At Risk / Lapsed
19839,4023,1,200.0,Regular
61187,994,1,200.0,Regular
61151,3969,1,200.0,Regular
72638,1636,1,200.0,Regular
72626,1464,1,200.0,Regular
72522,1913,1,200.0,Regular
72452,1642,1,200.0,Regular
72284,2259,1,200.0,Regular
72262,2720,1,200.0,Regular
72200,798,1,200.0,Regular
61088,798,1,200.0,Regular
72039,823,1,200.0,Regular
37994,4065,1,200.0,Regular
37973,5103,1,200.0,At Risk / Lapsed
18992,5530,4,200.0,Regular
18988,7356,1,200.0,At Risk / Lapsed
22571,1517,1,200.0,Regular
37102,6726,1,200.0,At Risk / Lapsed
22557,4157,1,200.0,Regular
17735,6068,2,200.0,At Risk / Lapsed
18003,7648,1,200.0,At Risk / Lapsed
60887,2364,1,200.0,Regular
30356,2597,1,200.0,Regular
30059,7722,5,200.0,Regular
60827,4157,1,200.0,Regular
18792,8968,1,200.0,At Risk / Lapsed
18744,4442,1,200.0,Regular
27983,5163,2,200.0,At Risk / Lapsed
73926,2384,1,200.0,Regular
73859,2386,1,200.0,Regular
73831,1517,1,200.0,Regular
24052,1518,1,200.0,Regular
72746,1629,1,200.0,Regular
72740,2378,1,200.0,Regular
72708,1517,1,200.0,Regular
24010,1517,1,200.0,Regular
73969,1517,1,200.0,Regular
12638,4733,2,200.0,At Risk / Lapsed
16110,6991,2,200.0,At Risk / Lapsed
15212,4794,1,200.0,At Risk / Lapsed
61422,3112,1,200.0,Regular
20461,4535,1,200.0,At Risk / Lapsed
53310,5024,1,200.0,At Risk / Lapsed
20396,2723,1,200.0,Regular
53301,5765,2,200.0,At Risk / Lapsed
53299,5545,2,200.0,At Risk / Lapsed
12439,8779,1,200.0,At Risk / Lapsed
73950,1517,1,200.0,Regular
36809,5759,2,200.0,At Risk / Lapsed
53259,4290,1,200.0,Regular
62137,4429,1,200.0,Regular
62103,4792,1,200.0,At Risk / Lapsed
36191,9056,2,200.0,At Risk / Lapsed
62053,2490,1,200.0,Regular
36048,8083,1,200.0,At Risk / Lapsed
61927,2295,1,200.0,Regular
61690,4442,1,200.0,Regular
17888,7427,1,200.0,At Risk / Lapsed
17848,1510,1,200.0,Regular
61651,3969,1,200.0,Regular
74519,1517,1,200.0,Regular
74456,1929,1,200.0,Regular
74318,2386,1,200.0,Regular
74310,1517,1,200.0,Regular
74268,792,1,200.0,Regular
74229,1517,1,200.0,Regular
74037,830,1,200.0,Regular
35734,8315,2,200.0,At Risk / Lapsed
15074,8811,2,200.0,At Risk / Lapsed
35645,7840,2,200.0,At Risk / Lapsed
35635,7585,3,200.0,Regular
62862,4157,1,200.0,Regular
35604,8086,3,200.0,Regular
62814,4535,1,200.0,At Risk / Lapsed
75150,1898,1,200.0,Regular
74971,804,1,200.0,Regular
74939,1517,1,200.0,Regular
74833,995,2,200.0,Regular
74643,2359,1,200.0,Regular
62646,1282,1,200.0,Regular
62510,4442,1,200.0,Regular
62441,4290,1,200.0,Regular
62434,4535,1,200.0,At Risk / Lapsed
76253,1467,1,200.0,Regular
76121,1457,1,200.0,Regular
76081,1926,1,200.0,Regular
76011,1517,1,200.0,Regular
75987,1517,1,200.0,Regular
62302,4157,1,200.0,Regular
75782,805,1,200.0,Regular
75683,1444,1,200.0,Regular
62274,4157,1,200.0,Regular
62268,2724,1,200.0,Regular
53092,4079,1,200.0,Regular
75562,1905,1,200.0,Regular
75479,1517,1,200.0,Regular
53007,6167,2,200.0,At Risk / Lapsed
52971,4429,1,200.0,Regular
35758,5754,2,200.0,At Risk / Lapsed
24395,6252,2,200.0,At Risk / Lapsed
24120,8446,2,200.0,At Risk / Lapsed
24103,3969,1,200.0,Regular
52771,3420,1,200.0,Regular
22230,8166,4,200.0,Regular
22158,5158,1,200.0,At Risk / Lapsed
19452,4290,1,200.0,Regular
33127,9066,1,200.0,At Risk / Lapsed
51984,7294,1,200.0,At Risk / Lapsed
51740,4652,2,200.0,At Risk / Lapsed
76528,1517,1,200.0,Regular
76520,1594,1,200.0,Regular
76366,822,1,200.0,Regular
76324,1107,1,200.0,Regular
51736,3623,1,200.0,Regular
76258,1198,1,200.0,Regular
31085,6924,1,200.0,At Risk / Lapsed
12085,8085,1,200.0,At Risk / Lapsed
77347,1450,1,200.0,Regular
77325,1442,1,200.0,Regular
77241,1261,1,200.0,Regular
77209,1654,1,200.0,Regular
77205,1264,1,200.0,Regular
77172,1656,1,200.0,Regular
77125,1565,1,200.0,Regular
77075,1140,1,200.0,Regular
77065,1653,1,200.0,Regular
51727,6620,2,200.0,At Risk / Lapsed
76833,1279,1,200.0,Regular
33114,4442,1,200.0,Regular
31833,8667,1,200.0,At Risk / Lapsed
63161,1643,1,200.0,Regular
12064,775,1,200.0,Regular
80587,810,1,200.0,Regular
78927,924,1,200.0,Regular
78865,995,1,200.0,Regular
63138,994,1,200.0,Regular
63137,3420,1,200.0,Regular
12267,9339,1,200.0,At Risk / Lapsed
63106,3766,1,200.0,Regular
62908,1517,1,200.0,Regular
15002,2947,2,200.0,Regular
12389,9073,1,200.0,At Risk / Lapsed
15115,6628,1,200.0,At Risk / Lapsed
50999,3623,1,200.0,Regular
79559,917,1,200.0,Regular
79510,823,1,200.0,Regular
78967,919,1,200.0,Regular
